"COUNTRY_AREA_TERRITORY","MMWR_WEEKSTARTDATE","ILI_CASE","ILI_OUTPATIENTS","SARI_CASE","SARI_INPATIENTS","ili_1000","sari_100","MMWR_WEEK"
"Nepal",2018-11-18,0,0,0,0,0,0,47
"Sri Lanka",2018-11-18,0,0,0,0,0,0,47
"Thailand",2018-11-18,81537,2607792,0,0,3.13,0,47
"Timor-Leste",2018-11-18,0,0,0,0,0,0,47
"All Country",2018-11-18,81537,2607792,0,0,3.13,0,47
"Bangladesh",2018-11-25,0,0,0,0,0,0,48
"Bhutan",2018-11-25,0,0,0,0,0,0,48
"DPR Korea",2018-11-25,0,0,0,0,0,0,48
"Maldives",2018-11-25,0,0,0,0,0,0,48
"Nepal",2018-11-25,0,0,0,0,0,0,48
"Sri Lanka",2018-11-25,0,0,0,0,0,0,48
"Thailand",2018-11-25,75625,2360733,0,0,3.2,0,48
"Timor-Leste",2018-11-25,0,0,0,0,0,0,48
"All Country",2018-11-25,75625,2360733,0,0,3.2,0,48
"Bangladesh",2018-12-02,0,0,0,0,0,0,49
"Bhutan",2018-12-02,0,0,0,0,0,0,49
"DPR Korea",2018-12-02,751,53645,26,26,1.4,100,49
"Maldives",2018-12-02,0,0,0,0,0,0,49
"Nepal",2018-12-02,0,0,0,0,0,0,49
"Sri Lanka",2018-12-02,0,0,0,0,0,0,49
"Thailand",2018-12-02,73410,2395283,0,0,3.06,0,49
"Timor-Leste",2018-12-02,0,0,0,0,0,0,49
"All Country",2018-12-02,74161,2448928,26,26,3.03,100,49
"Bangladesh",2018-12-09,0,0,106,17006,0,0.62,50
"Bhutan",2018-12-09,0,0,0,0,0,0,50
"DPR Korea",2018-12-09,0,0,0,0,0,0,50
"Maldives",2018-12-09,0,0,0,0,0,0,50
"Nepal",2018-12-09,0,0,0,0,0,0,50
"Sri Lanka",2018-12-09,0,0,0,0,0,0,50
"Thailand",2018-12-09,77237,2614571,0,0,2.95,0,50
"Timor-Leste",2018-12-09,0,0,0,0,0,0,50
"All Country",2018-12-09,77237,2614571,106,17006,2.95,0.62,50
"Bangladesh",2018-12-16,0,0,106,16565,0,0.64,51
"Bhutan",2018-12-16,178,6284,18,266,2.83,6.77,51
"DPR Korea",2018-12-16,0,0,0,0,0,0,51
"Maldives",2018-12-16,0,0,0,0,0,0,51
"Nepal",2018-12-16,0,0,0,0,0,0,51
"Sri Lanka",2018-12-16,0,0,0,0,0,0,51
"Thailand",2018-12-16,75107,2544222,0,0,2.95,0,51
"Timor-Leste",2018-12-16,0,0,0,0,0,0,51
"All Country",2018-12-16,75285,2550506,124,16831,2.95,0.74,51
"Bangladesh",2018-12-23,0,0,0,0,0,0,52
"Bhutan",2018-12-23,0,0,0,0,0,0,52
"DPR Korea",2018-12-23,0,0,0,0,0,0,52
"Maldives",2018-12-23,0,0,0,0,0,0,52
"Nepal",2018-12-23,0,0,0,0,0,0,52
"Sri Lanka",2018-12-23,0,0,0,0,0,0,52
"Thailand",2018-12-23,69328,1733841,0,0,4,0,52
"Timor-Leste",2018-12-23,0,0,0,0,0,0,52
"All Country",2018-12-23,69328,1733841,0,0,4,0,52
"Bangladesh",2018-12-30,0,0,0,0,0,0,1
"Bhutan",2018-12-30,176,5827,34,323,3.02,10.53,1
"DPR Korea",2018-12-30,0,0,0,0,0,0,1
"Maldives",2018-12-30,0,0,0,0,0,0,1
"Nepal",2018-12-30,3,0,186,0,0,0,1
"Sri Lanka",2018-12-30,0,0,0,0,0,0,1
"Thailand",2018-12-30,0,0,0,0,0,0,1
"Timor-Leste",2018-12-30,0,0,0,0,0,0,1
"All Country",2018-12-30,179,5827,220,323,3.07,68.11,1
"Bangladesh",2019-01-06,0,0,118,16489,0,0.72,2
"Bhutan",2019-01-06,0,0,0,0,0,0,2
"DPR Korea",2019-01-06,0,0,0,0,0,0,2
"Maldives",2019-01-06,0,0,0,0,0,0,2
"Nepal",2019-01-06,2,0,224,0,0,0,2
"Sri Lanka",2019-01-06,0,0,0,0,0,0,2
"Thailand",2019-01-06,74362,2543338,0,0,2.92,0,2
"Timor-Leste",2019-01-06,0,0,0,0,0,0,2
"All Country",2019-01-06,74364,2543338,342,16489,2.92,2.07,2
"Bangladesh",2019-01-13,0,0,0,0,0,0,3
"Bhutan",2019-01-13,0,0,0,0,0,0,3
"DPR Korea",2019-01-13,0,0,0,0,0,0,3
"Maldives",2019-01-13,0,0,0,0,0,0,3
"Nepal",2019-01-13,0,0,0,0,0,0,3
"Sri Lanka",2019-01-13,0,0,0,0,0,0,3
"Thailand",2019-01-13,77280,2300023,0,0,3.36,0,3
"Timor-Leste",2019-01-13,0,0,0,0,0,0,3
"All Country",2019-01-13,77280,2300023,0,0,3.36,0,3
"Bangladesh",2019-01-20,0,0,0,0,0,0,4
"Bhutan",2019-01-20,173,6424,68,371,2.69,18.33,4
"DPR Korea",2019-01-20,0,0,0,0,0,0,4
"Maldives",2019-01-20,0,0,0,0,0,0,4
"Nepal",2019-01-20,8,0,244,0,0,0,4
"Sri Lanka",2019-01-20,0,0,0,0,0,0,4
"Thailand",2019-01-20,102128,2577819,0,0,3.96,0,4
"Timor-Leste",2019-01-20,0,0,0,0,0,0,4
"All Country",2019-01-20,102309,2584243,312,371,3.96,84.1,4
"Bangladesh",2019-01-27,0,0,67,17324,0,0.39,5
"Bhutan",2019-01-27,154,4449,46,350,3.46,13.14,5
"DPR Korea",2019-01-27,0,0,0,0,0,0,5
"Maldives",2019-01-27,0,0,0,0,0,0,5
"Nepal",2019-01-27,13,0,255,0,0,0,5
"Sri Lanka",2019-01-27,0,0,0,0,0,0,5
"Thailand",2019-01-27,95823,2592818,0,0,3.7,0,5
"Timor-Leste",2019-01-27,0,0,0,0,0,0,5
"All Country",2019-01-27,95990,2597267,368,17674,3.7,2.08,5
"Bangladesh",2019-02-03,0,0,0,0,0,0,6
"Bhutan",2019-02-03,215,6150,35,344,3.5,10.17,6
"DPR Korea",2019-02-03,0,0,0,0,0,0,6
"Maldives",2019-02-03,0,0,0,0,0,0,6
"Nepal",2019-02-03,4,0,270,0,0,0,6
"Sri Lanka",2019-02-03,0,0,0,0,0,0,6
"Thailand",2019-02-03,93703,2636515,0,0,3.55,0,6
"Timor-Leste",2019-02-03,0,0,0,0,0,0,6
"All Country",2019-02-03,93922,2642665,305,344,3.55,88.66,6
"Bangladesh",2019-02-10,0,0,0,0,0,0,7
"Bhutan",2019-02-10,184,7105,36,403,2.59,8.93,7
"DPR Korea",2019-02-10,0,0,0,0,0,0,7
"Maldives",2019-02-10,0,0,0,0,0,0,7
"Nepal",2019-02-10,0,0,0,0,0,0,7
"Sri Lanka",2019-02-10,0,0,0,0,0,0,7
"Thailand",2019-02-10,88513,2315915,0,0,3.82,0,7
"Timor-Leste",2019-02-10,0,0,0,0,0,0,7
"All Country",2019-02-10,88697,2323020,36,403,3.82,8.93,7
"Bangladesh",2019-02-17,0,0,0,0,0,0,8
"Bhutan",2019-02-17,117,5334,29,384,2.19,7.55,8
"DPR Korea",2019-02-17,0,0,0,0,0,0,8
"Maldives",2019-02-17,0,0,0,0,0,0,8
"Nepal",2019-02-17,4,0,244,0,0,0,8
"Sri Lanka",2019-02-17,0,0,0,0,0,0,8
"Thailand",2019-02-17,84594,2422441,0,0,3.49,0,8
"Timor-Leste",2019-02-17,0,0,0,0,0,0,8
"All Country",2019-02-17,84715,2427775,273,384,3.49,71.09,8
"Bangladesh",2019-02-24,0,0,0,0,0,0,9
"Bhutan",2019-02-24,173,6956,40,321,2.49,12.46,9
"DPR Korea",2019-02-24,0,0,0,0,0,0,9
"Maldives",2019-02-24,0,0,0,0,0,0,9
"Nepal",2019-02-24,0,0,0,0,0,0,9
"Sri Lanka",2019-02-24,0,0,0,0,0,0,9
"Thailand",2019-02-24,91095,2609893,0,0,3.49,0,9
"Timor-Leste",2019-02-24,0,0,0,0,0,0,9
"All Country",2019-02-24,91268,2616849,40,321,3.49,12.46,9
"Bangladesh",2019-03-03,0,0,0,0,0,0,10
"Bhutan",2019-03-03,0,0,0,0,0,0,10
"DPR Korea",2019-03-03,0,0,0,0,0,0,10
"Maldives",2019-03-03,0,0,0,0,0,0,10
"Nepal",2019-03-03,5,0,255,0,0,0,10
"Sri Lanka",2019-03-03,0,0,0,0,0,0,10
"Thailand",2019-03-03,90584,2675169,0,0,3.39,0,10
"Timor-Leste",2019-03-03,0,0,0,0,0,0,10
"All Country",2019-03-03,90589,2675169,255,0,3.39,0,10
"Bangladesh",2019-03-10,0,0,76,19305,0,0.39,11
"Bhutan",2019-03-10,227,7859,41,405,2.89,10.12,11
"DPR Korea",2019-03-10,0,0,0,0,0,0,11
"Maldives",2019-03-10,0,0,0,0,0,0,11
"Nepal",2019-03-10,9,0,301,0,0,0,11
"Sri Lanka",2019-03-10,0,0,0,0,0,0,11
"Thailand",2019-03-10,84694,2718126,0,0,3.12,0,11
"Timor-Leste",2019-03-10,0,0,0,0,0,0,11
"All Country",2019-03-10,84930,2725985,418,19710,3.12,2.12,11
"Bangladesh",2019-03-17,0,0,0,0,0,0,12
"Bhutan",2019-03-17,211,7546,55,372,2.8,14.78,12
"DPR Korea",2019-03-17,0,0,0,0,0,0,12
"Maldives",2019-03-17,0,0,0,0,0,0,12
"Nepal",2019-03-17,1,0,242,0,0,0,12
"Sri Lanka",2019-03-17,0,0,0,0,0,0,12
"Thailand",2019-03-17,70465,2582510,0,0,2.73,0,12
"Timor-Leste",2019-03-17,0,0,0,0,0,0,12
"All Country",2019-03-17,70677,2590056,297,372,2.73,79.84,12
"Bangladesh",2019-03-24,0,0,0,0,0,0,13
"Bhutan",2019-03-24,157,6966,36,340,2.25,10.59,13
"DPR Korea",2019-03-24,0,0,0,0,0,0,13
"Maldives",2019-03-24,0,0,0,0,0,0,13
"Nepal",2019-03-24,4,0,245,0,0,0,13
"Sri Lanka",2019-03-24,0,0,0,0,0,0,13
"Thailand",2019-03-24,61242,2564853,0,0,2.39,0,13
"Timor-Leste",2019-03-24,0,0,0,0,0,0,13
"All Country",2019-03-24,61403,2571819,281,340,2.39,82.65,13
"Bangladesh",2019-03-31,0,0,0,0,0,0,14
"Bhutan",2019-03-31,184,8637,55,449,2.13,12.25,14
"DPR Korea",2019-03-31,3599,53081,450,450,6.78,100,14
"Maldives",2019-03-31,0,0,19,210,0,9.05,14
"Nepal",2019-03-31,0,0,0,0,0,0,14
"Sri Lanka",2019-03-31,0,0,0,0,0,0,14
"Thailand",2019-03-31,48497,1998771,0,0,2.43,0,14
"Timor-Leste",2019-03-31,0,0,0,0,0,0,14
"All Country",2019-03-31,52280,2060489,524,1109,2.54,47.25,14
"Bangladesh",2019-04-07,0,0,136,18649,0,0.73,15
"Bhutan",2019-04-07,0,0,0,0,0,0,15
"DPR Korea",2019-04-07,0,0,0,0,0,0,15
"Maldives",2019-04-07,0,0,0,0,0,0,15
"Nepal",2019-04-07,1,0,175,0,0,0,15
"Sri Lanka",2019-04-07,0,0,0,0,0,0,15
"Thailand",2019-04-07,47462,1953956,0,0,2.43,0,15
"Timor-Leste",2019-04-07,0,0,0,0,0,0,15
"All Country",2019-04-07,47463,1953956,311,18649,2.43,1.67,15
"Bangladesh",2019-04-14,0,0,0,0,0,0,16
"Bhutan",2019-04-14,0,0,0,0,0,0,16
"DPR Korea",2019-04-14,0,0,0,0,0,0,16
"Maldives",2019-04-14,0,0,0,0,0,0,16
"Nepal",2019-04-14,0,0,0,0,0,0,16
"Sri Lanka",2019-04-14,0,0,0,0,0,0,16
"Thailand",2019-04-14,54626,2598370,0,0,2.1,0,16
"Timor-Leste",2019-04-14,0,0,0,0,0,0,16
"All Country",2019-04-14,54626,2598370,0,0,2.1,0,16
"Bangladesh",2019-04-21,0,0,112,19945,0,0.56,17
"Bhutan",2019-04-21,165,7356,70,384,2.24,18.23,17
"DPR Korea",2019-04-21,0,0,0,0,0,0,17
"Maldives",2019-04-21,0,0,0,0,0,0,17
"Nepal",2019-04-21,0,0,0,0,0,0,17
"Sri Lanka",2019-04-21,0,0,0,0,0,0,17
"Thailand",2019-04-21,46340,2455234,0,0,1.89,0,17
"Timor-Leste",2019-04-21,0,0,0,0,0,0,17
"All Country",2019-04-21,46505,2462590,182,20329,1.89,0.9,17
"Bangladesh",2019-04-28,0,0,0,0,0,0,18
"Bhutan",2019-04-28,176,6145,46,316,2.86,14.56,18
"DPR Korea",2019-04-28,0,0,0,0,0,0,18
"Maldives",2019-04-28,0,0,0,0,0,0,18
"Nepal",2019-04-28,0,0,0,0,0,0,18
"Sri Lanka",2019-04-28,0,0,0,0,0,0,18
"Thailand",2019-04-28,40912,1967878,0,0,2.08,0,18
"Timor-Leste",2019-04-28,0,0,0,0,0,0,18
"All Country",2019-04-28,41088,1974023,46,316,2.08,14.56,18
"Bangladesh",2019-05-05,0,0,0,0,0,0,19
"Bhutan",2019-05-05,0,0,0,0,0,0,19
"DPR Korea",2019-05-05,0,0,0,0,0,0,19
"Maldives",2019-05-05,0,0,0,0,0,0,19
"Nepal",2019-05-05,0,0,0,0,0,0,19
"Sri Lanka",2019-05-05,0,0,0,0,0,0,19
"Thailand",2019-05-05,41233,2338791,0,0,1.76,0,19
"Timor-Leste",2019-05-05,0,0,0,0,0,0,19
"All Country",2019-05-05,41233,2338791,0,0,1.76,0,19
"Bangladesh",2019-05-12,0,0,168,18349,0,0.92,20
"Bhutan",2019-05-12,0,0,0,0,0,0,20
"DPR Korea",2019-05-12,0,0,0,0,0,0,20
"Maldives",2019-05-12,0,0,0,0,0,0,20
"Nepal",2019-05-12,0,0,0,0,0,0,20
"Sri Lanka",2019-05-12,0,0,0,0,0,0,20
"Thailand",2019-05-12,51034,2283696,0,0,2.23,0,20
"Timor-Leste",2019-05-12,0,0,0,0,0,0,20
"All Country",2019-05-12,51034,2283696,168,18349,2.23,0.92,20
"Bangladesh",2019-05-19,0,0,158,17365,0,0.91,21
"Bhutan",2019-05-19,119,7623,36,262,1.56,13.74,21
"DPR Korea",2019-05-19,0,0,0,0,0,0,21
"Maldives",2019-05-19,0,0,0,0,0,0,21
"Nepal",2019-05-19,0,0,0,0,0,0,21
"Sri Lanka",2019-05-19,0,0,0,0,0,0,21
"Thailand",2019-05-19,66067,2537828,0,0,2.6,0,21
"Timor-Leste",2019-05-19,0,0,0,0,0,0,21
"All Country",2019-05-19,66186,2545451,194,17627,2.6,1.1,21
"Bangladesh",2019-05-26,0,0,0,0,0,0,22
"Bhutan",2019-05-26,136,7197,31,365,1.89,8.49,22
"DPR Korea",2019-05-26,0,0,0,0,0,0,22
"Maldives",2019-05-26,0,0,0,0,0,0,22
"Nepal",2019-05-26,0,0,0,0,0,0,22
"Sri Lanka",2019-05-26,0,0,0,0,0,0,22
"Thailand",2019-05-26,74244,2315119,0,0,3.21,0,22
"Timor-Leste",2019-05-26,0,0,0,0,0,0,22
"All Country",2019-05-26,74380,2322316,31,365,3.2,8.49,22
"Bangladesh",2019-06-02,0,0,0,0,0,0,23
"Bhutan",2019-06-02,123,6829,40,349,1.8,11.46,23
"DPR Korea",2019-06-02,0,0,0,0,0,0,23
"Maldives",2019-06-02,0,0,0,0,0,0,23
"Nepal",2019-06-02,0,0,0,0,0,0,23
"Sri Lanka",2019-06-02,0,0,0,0,0,0,23
"Thailand",2019-06-02,85200,2630787,0,0,3.24,0,23
"Timor-Leste",2019-06-02,0,0,0,0,0,0,23
"All Country",2019-06-02,85323,2637616,40,349,3.23,11.46,23
"Bangladesh",2019-06-09,0,0,0,0,0,0,24
"Bhutan",2019-06-09,198,8214,37,375,2.41,9.87,24
"DPR Korea",2019-06-09,0,0,0,0,0,0,24
"Maldives",2019-06-09,0,0,0,0,0,0,24
"Nepal",2019-06-09,0,0,123,0,0,0,24
"Sri Lanka",2019-06-09,0,0,0,0,0,0,24
"Thailand",2019-06-09,91468,2680221,0,0,3.41,0,24
"Timor-Leste",2019-06-09,0,0,0,0,0,0,24
"All Country",2019-06-09,91666,2688435,160,375,3.41,42.67,24
"Bangladesh",2019-06-16,0,0,198,21146,0,0.94,25
"Bhutan",2019-06-16,157,7641,40,293,2.05,13.65,25
"DPR Korea",2019-06-16,0,0,0,0,0,0,25
"Maldives",2019-06-16,0,0,0,0,0,0,25
"Nepal",2019-06-16,0,0,153,0,0,0,25
"Sri Lanka",2019-06-16,0,0,0,0,0,0,25
"Thailand",2019-06-16,88729,2651804,0,0,3.35,0,25
"Timor-Leste",2019-06-16,0,0,0,0,0,0,25
"All Country",2019-06-16,88886,2659445,391,21439,3.34,1.82,25
"Bangladesh",2019-06-23,0,0,209,19102,0,1.09,26
"Bhutan",2019-06-23,0,0,0,0,0,0,26
"DPR Korea",2019-06-23,0,0,0,0,0,0,26
"Maldives",2019-06-23,0,0,0,0,0,0,26
"Nepal",2019-06-23,0,0,0,0,0,0,26
"Sri Lanka",2019-06-23,0,0,0,0,0,0,26
"Thailand",2019-06-23,94198,2676225,0,0,3.52,0,26
"Timor-Leste",2019-06-23,0,0,0,0,0,0,26
"All Country",2019-06-23,94198,2676225,209,19102,3.52,1.09,26
"Bangladesh",2019-06-30,0,0,160,18010,0,0.89,27
"Bhutan",2019-06-30,0,0,0,0,0,0,27
"DPR Korea",2019-06-30,0,0,0,0,0,0,27
"Maldives",2019-06-30,0,0,0,0,0,0,27
"Nepal",2019-06-30,0,0,139,0,0,0,27
"Sri Lanka",2019-06-30,0,0,0,0,0,0,27
"Thailand",2019-06-30,99568,2802469,0,0,3.55,0,27
"Timor-Leste",2019-06-30,0,0,0,0,0,0,27
"All Country",2019-06-30,99568,2802469,299,18010,3.55,1.66,27
"Bangladesh",2019-07-07,0,0,0,0,0,0,28
"Bhutan",2019-07-07,0,0,0,0,0,0,28
"DPR Korea",2019-07-07,0,0,0,0,0,0,28
"Maldives",2019-07-07,0,0,0,0,0,0,28
"Nepal",2019-07-07,0,0,0,0,0,0,28
"Sri Lanka",2019-07-07,0,0,0,0,0,0,28
"Thailand",2019-07-07,82697,2155487,0,0,3.84,0,28
"Timor-Leste",2019-07-07,0,0,0,0,0,0,28
"All Country",2019-07-07,82697,2155487,0,0,3.84,0,28
"Bangladesh",2019-07-14,0,0,0,0,0,0,29
"Bhutan",2019-07-14,0,0,0,0,0,0,29
"DPR Korea",2019-07-14,0,0,0,0,0,0,29
"Maldives",2019-07-14,0,0,0,0,0,0,29
"Nepal",2019-07-14,0,0,121,0,0,0,29
"Sri Lanka",2019-07-14,0,0,0,0,0,0,29
"Thailand",2019-07-14,82887,2800193,0,0,2.96,0,29
"Timor-Leste",2019-07-14,0,0,0,0,0,0,29
"All Country",2019-07-14,82887,2800193,121,0,2.96,0,29
"Bangladesh",2019-07-21,0,0,179,19848,0,0.9,30
"Bhutan",2019-07-21,0,0,0,0,0,0,30
"DPR Korea",2019-07-21,0,0,0,0,0,0,30
"Maldives",2019-07-21,0,0,0,0,0,0,30
"Nepal",2019-07-21,0,0,0,0,0,0,30
"Sri Lanka",2019-07-21,0,0,0,0,0,0,30
"Thailand",2019-07-21,75299,2338353,0,0,3.22,0,30
"Timor-Leste",2019-07-21,0,0,0,0,0,0,30
"All Country",2019-07-21,75299,2338353,179,19848,3.22,0.9,30
"Bangladesh",2019-07-28,0,0,0,0,0,0,31
"Bhutan",2019-07-28,154,7884,73,533,1.95,13.7,31
"DPR Korea",2019-07-28,0,0,0,0,0,0,31
"Maldives",2019-07-28,0,0,0,0,0,0,31
"Nepal",2019-07-28,0,0,0,0,0,0,31
"Sri Lanka",2019-07-28,0,0,0,0,0,0,31
"Thailand",2019-07-28,85201,2824488,0,0,3.02,0,31
"Timor-Leste",2019-07-28,0,0,0,0,0,0,31
"All Country",2019-07-28,85355,2832372,73,533,3.01,13.7,31
"Bangladesh",2019-08-04,0,0,0,0,0,0,32
"Bhutan",2019-08-04,0,0,0,0,0,0,32
"DPR Korea",2019-08-04,0,0,0,0,0,0,32
"Maldives",2019-08-04,0,0,0,0,0,0,32
"Nepal",2019-08-04,0,0,0,0,0,0,32
"Sri Lanka",2019-08-04,0,0,0,0,0,0,32
"Thailand",2019-08-04,81516,2407868,0,0,3.39,0,32
"Timor-Leste",2019-08-04,0,0,0,0,0,0,32
"All Country",2019-08-04,81516,2407868,0,0,3.39,0,32
"Bangladesh",2019-08-11,0,0,0,0,0,0,33
"Bhutan",2019-08-11,0,0,0,0,0,0,33
"DPR Korea",2019-08-11,0,0,0,0,0,0,33
"Maldives",2019-08-11,0,0,0,0,0,0,33
"Nepal",2019-08-11,0,0,0,0,0,0,33
"Sri Lanka",2019-08-11,0,0,0,0,0,0,33
"Thailand",2019-08-11,88221,2812358,0,0,3.14,0,33
"Timor-Leste",2019-08-11,0,0,0,0,0,0,33
"All Country",2019-08-11,88221,2812358,0,0,3.14,0,33
"Bangladesh",2019-08-18,0,0,164,24152,0,0.68,34
"Bhutan",2019-08-18,0,0,0,0,0,0,34
"DPR Korea",2019-08-18,0,0,0,0,0,0,34
"Maldives",2019-08-18,0,0,0,0,0,0,34
"Nepal",2019-08-18,7,0,156,0,0,0,34
"Sri Lanka",2019-08-18,0,0,0,0,0,0,34
"Thailand",2019-08-18,91095,2653884,0,0,3.43,0,34
"Timor-Leste",2019-08-18,0,0,0,0,0,0,34
"All Country",2019-08-18,91102,2653884,320,24152,3.43,1.32,34
"Bangladesh",2019-08-25,0,0,0,0,0,0,35
"Bhutan",2019-08-25,0,0,0,0,0,0,35
"DPR Korea",2019-08-25,0,0,0,0,0,0,35
"Maldives",2019-08-25,0,0,0,0,0,0,35
"Nepal",2019-08-25,0,0,0,0,0,0,35
"Sri Lanka",2019-08-25,0,0,0,0,0,0,35
"Thailand",2019-08-25,100404,2686096,0,0,3.74,0,35
"Timor-Leste",2019-08-25,0,0,0,0,0,0,35
"All Country",2019-08-25,100404,2686096,0,0,3.74,0,35
"Bangladesh",2019-09-01,0,0,55,22461,0,0.24,36
"Bhutan",2019-09-01,0,0,0,0,0,0,36
"DPR Korea",2019-09-01,0,0,0,0,0,0,36
"Maldives",2019-09-01,0,0,0,0,0,0,36
"Nepal",2019-09-01,14,0,164,0,0,0,36
"Sri Lanka",2019-09-01,0,0,0,0,0,0,36
"Thailand",2019-09-01,112089,2722262,0,0,4.12,0,36
"Timor-Leste",2019-09-01,0,0,0,0,0,0,36
"All Country",2019-09-01,112103,2722262,219,22461,4.12,0.98,36
"Bangladesh",2019-09-08,0,0,0,0,0,0,37
"Bhutan",2019-09-08,0,0,0,0,0,0,37
"DPR Korea",2019-09-08,0,0,0,0,0,0,37
"Maldives",2019-09-08,0,0,0,0,0,0,37
"Nepal",2019-09-08,0,0,0,0,0,0,37
"Sri Lanka",2019-09-08,0,0,0,0,0,0,37
"Thailand",2019-09-08,114437,2773578,0,0,4.13,0,37
"Timor-Leste",2019-09-08,0,0,0,0,0,0,37
"All Country",2019-09-08,114437,2773578,0,0,4.13,0,37
"Bangladesh",2019-09-15,0,0,27,21983,0,0.12,38
"Bhutan",2019-09-15,0,0,0,0,0,0,38
"DPR Korea",2019-09-15,0,0,0,0,0,0,38
"Maldives",2019-09-15,0,0,0,0,0,0,38
"Nepal",2019-09-15,0,0,0,0,0,0,38
"Sri Lanka",2019-09-15,0,0,0,0,0,0,38
"Thailand",2019-09-15,115740,2661168,0,0,4.35,0,38
"Timor-Leste",2019-09-15,0,0,0,0,0,0,38
"All Country",2019-09-15,115740,2661168,27,21983,4.35,0.12,38
"Bangladesh",2019-09-22,0,0,34,20729,0,0.16,39
"Bhutan",2019-09-22,172,8805,30,398,1.95,7.54,39
"DPR Korea",2019-09-22,0,0,0,0,0,0,39
"Maldives",2019-09-22,0,0,0,0,0,0,39
"Nepal",2019-09-22,8,0,218,0,0,0,39
"Sri Lanka",2019-09-22,0,0,0,0,0,0,39
"Thailand",2019-09-22,110486,2730432,0,0,4.05,0,39
"Timor-Leste",2019-09-22,0,0,0,0,0,0,39
"All Country",2019-09-22,110666,2739237,282,21127,4.04,1.33,39
"Bangladesh",2019-09-29,0,0,73,20808,0,0.35,40
"Bhutan",2019-09-29,0,0,0,0,0,0,40
"DPR Korea",2019-09-29,0,0,0,0,0,0,40
"Maldives",2019-09-29,0,0,0,0,0,0,40
"Nepal",2019-09-29,13,0,240,0,0,0,40
"Sri Lanka",2019-09-29,0,0,0,0,0,0,40
"Thailand",2019-09-29,100305,2776354,0,0,3.61,0,40
"Timor-Leste",2019-09-29,0,0,0,0,0,0,40
"All Country",2019-09-29,100318,2776354,313,20808,3.61,1.5,40
"Bangladesh",2019-10-06,0,0,0,0,0,0,41
"Bhutan",2019-10-06,0,0,0,0,0,0,41
"DPR Korea",2019-10-06,0,0,0,0,0,0,41
"Maldives",2019-10-06,0,0,0,0,0,0,41
"Nepal",2019-10-06,4,0,229,0,0,0,41
"Sri Lanka",2019-10-06,0,0,0,0,0,0,41
"Thailand",2019-10-06,89046,2515041,0,0,3.54,0,41
"Timor-Leste",2019-10-06,0,0,0,0,0,0,41
"All Country",2019-10-06,89050,2515041,229,0,3.54,0,41
"Bangladesh",2019-10-13,0,0,101,21365,0,0.47,42
"Bhutan",2019-10-13,0,0,0,0,0,0,42
"DPR Korea",2019-10-13,0,0,0,0,0,0,42
"Maldives",2019-10-13,0,0,0,0,0,0,42
"Nepal",2019-10-13,0,0,0,0,0,0,42
"Sri Lanka",2019-10-13,0,0,0,0,0,0,42
"Thailand",2019-10-13,77235,2488350,0,0,3.1,0,42
"Timor-Leste",2019-10-13,0,0,0,0,0,0,42
"All Country",2019-10-13,77235,2488350,101,21365,3.1,0.47,42
"Bangladesh",2019-10-20,0,0,111,19913,0,0.56,43
"Bhutan",2019-10-20,158,8726,24,334,1.81,7.19,43
"DPR Korea",2019-10-20,0,0,0,0,0,0,43
"Maldives",2019-10-20,0,0,0,0,0,0,43
"Nepal",2019-10-20,0,0,0,0,0,0,43
"Sri Lanka",2019-10-20,0,0,0,0,0,0,43
"Thailand",2019-10-20,69215,2690798,0,0,2.57,0,43
"Timor-Leste",2019-10-20,0,0,0,0,0,0,43
"All Country",2019-10-20,69373,2699524,135,20247,2.57,0.67,43
"Bangladesh",2019-10-27,0,0,0,0,0,0,44
"Bhutan",2019-10-27,152,7479,12,225,2.03,5.33,44
"DPR Korea",2019-10-27,0,0,0,0,0,0,44
"Maldives",2019-10-27,0,0,0,0,0,0,44
"Nepal",2019-10-27,0,0,0,0,0,0,44
"Sri Lanka",2019-10-27,0,0,0,0,0,0,44
"Thailand",2019-10-27,70422,2606716,0,0,2.7,0,44
"Timor-Leste",2019-10-27,0,0,0,0,0,0,44
"All Country",2019-10-27,70574,2614195,12,225,2.7,5.33,44
"Bangladesh",2019-11-03,0,0,0,0,0,0,45
"Bhutan",2019-11-03,148,8790,20,311,1.68,6.43,45
"DPR Korea",2019-11-03,0,0,0,0,0,0,45
"Maldives",2019-11-03,0,0,0,0,0,0,45
"Nepal",2019-11-03,3,0,245,0,0,0,45
"Sri Lanka",2019-11-03,0,0,0,0,0,0,45
"Thailand",2019-11-03,83226,2636882,0,0,3.16,0,45
"Timor-Leste",2019-11-03,0,0,0,0,0,0,45
"All Country",2019-11-03,83377,2645672,265,311,3.15,85.21,45
"Bangladesh",2019-11-10,0,0,0,0,0,0,46
"Bhutan",2019-11-10,0,0,0,0,0,0,46
"DPR Korea",2019-11-10,0,0,0,0,0,0,46
"Maldives",2019-11-10,0,0,0,0,0,0,46
"Nepal",2019-11-10,0,0,0,0,0,0,46
"Sri Lanka",2019-11-10,0,0,0,0,0,0,46
"Thailand",2019-11-10,93819,2689458,0,0,3.49,0,46
"Timor-Leste",2019-11-10,0,0,0,0,0,0,46
"All Country",2019-11-10,93819,2689458,0,0,3.49,0,46
"Bangladesh",2019-11-17,0,0,0,0,0,0,47
"Bhutan",2019-11-17,0,0,0,0,0,0,47
